Word,type,source
奶油,,eHowNet-animate
牛油,,eHowNet-animate
白脫,,eHowNet-animate
酥油,,eHowNet-animate
鮮奶油,,eHowNet-animate
黃油,,eHowNet-animate
炒飯,,eHowNet-animate
蛋炒飯,,eHowNet-animate
燴飯,,eHowNet-animate
羹飯,,eHowNet-animate
膾飯,,eHowNet-animate
白米飯,,eHowNet-animate
白飯,,eHowNet-animate
竹筒飯,,eHowNet-animate
飯筒,,eHowNet-animate
粗糲,,eHowNet-animate
糲飯,,eHowNet-animate
糝,,eHowNet-animate
飯米粒兒,,eHowNet-animate
飯粒,,eHowNet-animate
乳粥,,eHowNet-animate
早粥,,eHowNet-animate
玉米粥,,eHowNet-animate
粥餳,,eHowNet-animate
麥粥,,eHowNet-animate
佛粥,,eHowNet-animate
八寶粥,,eHowNet-animate
水飯,,eHowNet-animate
泡飯,,eHowNet-animate
稀粥,,eHowNet-animate
稀飯,,eHowNet-animate
米粥,,eHowNet-animate
粥,,eHowNet-animate
糜,,eHowNet-animate
臘八粥,,eHowNet-animate
食糜,,eHowNet-animate
湯糰,,eHowNet-animate
湯糰兒,,eHowNet-animate
杯麵,,eHowNet-animate
碗麵,,eHowNet-animate
義大利麵,,eHowNet-animate
通心粉,,eHowNet-animate
通心麵,,eHowNet-animate
粉絲,,eHowNet-animate
線粉,,eHowNet-animate
麵線,,eHowNet-animate
吐司,,eHowNet-animate
土司,,eHowNet-animate
土司麵包,,eHowNet-animate
三明治,,eHowNet-animate
火腿三明治,,eHowNet-animate
小籠包,,eHowNet-animate
湯包,,eHowNet-animate
菜包子,,eHowNet-animate
豆包,,eHowNet-animate
包子,,eHowNet-animate
銀絲卷,,eHowNet-animate
銀絲捲,,eHowNet-animate
饃,,eHowNet-animate
饅頭,,eHowNet-animate
披薩,,eHowNet-animate
漢堡,,eHowNet-animate
牛排,,eHowNet-animate
牛肉排,,eHowNet-animate
魚丸,,eHowNet-animate
魚圓,,eHowNet-animate
齋,,eHowNet-animate
齋飯,,eHowNet-animate
豆腐皮,,eHowNet-animate
腐乳,,eHowNet-animate
豆腐乳,,eHowNet-animate
滷味,,eHowNet-animate
鹵味,,eHowNet-animate
粽,,eHowNet-animate
粽子,,eHowNet-animate
粿粽,,eHowNet-animate
肉粽,,eHowNet-animate
角黍,,eHowNet-animate
鹼粽,,eHowNet-animate
燕窩,,eHowNet-animate
燕菜,,eHowNet-animate
蜂王乳,,eHowNet-animate
蜂王漿,,eHowNet-animate
圓子,,eHowNet-animate
湯圓,,eHowNet-animate
中秋月餅,,eHowNet-animate
月餅,,eHowNet-animate
油餅,,eHowNet-animate
炸糕,,eHowNet-animate
蛋糕,,eHowNet-animate
雞蛋糕,,eHowNet-animate
巧克力,,eHowNet-animate
巧克力糖,,eHowNet-animate
朱古力糖,,eHowNet-animate
烏梅,,eHowNet-animate
茶梅,,eHowNet-animate
話梅,,eHowNet-animate
酸梅,,eHowNet-animate
白沙糖,,eHowNet-animate
白糖,,eHowNet-animate
糖水,,eHowNet-animate
糖漿,,eHowNet-animate
飴漿,,eHowNet-animate
餳,,eHowNet-animate
果子醬,,eHowNet-animate
果醬,,eHowNet-animate
紅油,,eHowNet-animate
辣椒醬,,eHowNet-animate
蔭油,,eHowNet-animate
醬油,,eHowNet-animate
胡椒,,eHowNet-animate
芥末,,eHowNet-animate
花椒,,eHowNet-animate
岩鹽,,eHowNet-animate
崖鹽,,eHowNet-animate
石鹽,,eHowNet-animate
水精鹽,,eHowNet-animate
精鹽,,eHowNet-animate
饘,,eHowNet-animate
饘粥,,eHowNet-animate
肉包,,eHowNet-animate
肉包子,,eHowNet-animate
油膏,,eHowNet-animate
膏油,,eHowNet-animate
乾果,,eHowNet-animate
假果,,eHowNet-animate
果屑,,eHowNet-animate
果皮,,eHowNet-animate
果穗,,eHowNet-animate
果肉,,eHowNet-animate
橡實,,eHowNet-animate
瓜瓣,,eHowNet-animate
百果,,eHowNet-animate
莢果,,eHowNet-animate
蒂,,eHowNet-animate
蔬果,,eHowNet-animate
鮮果,,eHowNet-animate
麥穗,,eHowNet-animate
果,,eHowNet-animate
果品,,eHowNet-animate
果子,,eHowNet-animate
果實,,eHowNet-animate
梨果,,eHowNet-animate
水果,,eHowNet-animate
火龍果,,eHowNet-animate
瓜果,,eHowNet-animate
蓏,,eHowNet-animate
果菜,,eHowNet-animate
果菜類,,eHowNet-animate
果蔬,,eHowNet-animate
桑椹,,eHowNet-animate
桑葚,,eHowNet-animate
松果,,eHowNet-animate
松毬,,eHowNet-animate
毬果,,eHowNet-animate
堅果,,eHowNet-animate
果仁,,eHowNet-animate
栗,,eHowNet-animate
栗子,,eHowNet-animate
核桃,,eHowNet-animate
榛子,,eHowNet-animate
炒栗子,,eHowNet-animate
胡桃,,eHowNet-animate
腰果,,eHowNet-animate
奇異果,,eHowNet-animate
獼猴桃,,eHowNet-animate
木瓜,,eHowNet-animate
萬壽果,,eHowNet-animate
李,,eHowNet-animate
李子,,eHowNet-animate
梅,,eHowNet-animate
梅子,,eHowNet-animate
楊梅,,eHowNet-animate
樹梅,,eHowNet-animate
青梅,,eHowNet-animate
黃梅,,eHowNet-animate
杏,,eHowNet-animate
杏兒,,eHowNet-animate
杏子,,eHowNet-animate
杏脯,,eHowNet-animate
枇杷,,eHowNet-animate
杏核,,eHowNet-animate
果心,,eHowNet-animate
果核,,eHowNet-animate
核仁,,eHowNet-animate
核果,,eHowNet-animate
文旦,,eHowNet-animate
柚,,eHowNet-animate
柚子,,eHowNet-animate
橙皮,,eHowNet-animate
甜橙,,eHowNet-animate
金橘,,eHowNet-animate
柑橘,,eHowNet-animate
柳丁,,eHowNet-animate
柳橙,,eHowNet-animate
橙,,eHowNet-animate
橙子,,eHowNet-animate
柿,,eHowNet-animate
柿子,,eHowNet-animate
柿青,,eHowNet-animate
柿餅,,eHowNet-animate
紅柿,,eHowNet-animate
壽桃,,eHowNet-animate
桃,,eHowNet-animate
桃兒,,eHowNet-animate
桃子,,eHowNet-animate
毛桃,,eHowNet-animate
水蜜桃,,eHowNet-animate
世紀梨,,eHowNet-animate
梨,,eHowNet-animate
梨子,,eHowNet-animate
棠,,eHowNet-animate
水梨,,eHowNet-animate
鴨梨,,eHowNet-animate
大棗,,eHowNet-animate
棗,,eHowNet-animate
棗子,,eHowNet-animate
海棗,,eHowNet-animate
紅棗,,eHowNet-animate
蜜棗,,eHowNet-animate
金棗,,eHowNet-animate
黑棗,,eHowNet-animate
椰,,eHowNet-animate
椰子,,eHowNet-animate
椰子類,,eHowNet-animate
椰肉,,eHowNet-animate
楊桃,,eHowNet-animate
萇,,eHowNet-animate
榴槤,,eHowNet-animate
橄欖,,eHowNet-animate
欖,,eHowNet-animate
青果,,eHowNet-animate
檸檬,,eHowNet-animate
萊姆,,eHowNet-animate
櫻桃,,eHowNet-animate
波羅蜜,,eHowNet-animate
菠蘿蜜,,eHowNet-animate
無花果,,eHowNet-animate
瓜皮,,eHowNet-animate
瓜,,eHowNet-animate
百香果,,eHowNet-animate
芒果,,eHowNet-animate
番石榴,,eHowNet-animate
芭樂,,eHowNet-animate
玉荷包,,eHowNet-animate
荔枝,,eHowNet-animate
藍莓,,eHowNet-animate
黑莓,,eHowNet-animate
洋莓,,eHowNet-animate
漿果,,eHowNet-animate
莓,,eHowNet-animate
覆盆子,,eHowNet-animate
紫葡萄,,eHowNet-animate
葡萄,,eHowNet-animate
酸葡萄,,eHowNet-animate
野葡萄,,eHowNet-animate
金鈴,,eHowNet-animate
金鈴子,,eHowNet-animate
葡萄柚,,eHowNet-animate
蓮霧,,eHowNet-animate
林檎,,eHowNet-animate
柰,,eHowNet-animate
沙果,,eHowNet-animate
蘋果,,eHowNet-animate
青蘋果,,eHowNet-animate
釋迦,,eHowNet-animate
釋迦果,,eHowNet-animate
芭蕉,,eHowNet-animate
香蕉,,eHowNet-animate
香蕉皮,,eHowNet-animate
波羅,,eHowNet-animate
菠蘿,,eHowNet-animate
鳳梨,,eHowNet-animate
桂圓,,eHowNet-animate
驪珠,,eHowNet-animate
龍眼,,eHowNet-animate
枸橘,,eHowNet-animate
柑,,eHowNet-animate
柑桔,,eHowNet-animate
桔,,eHowNet-animate
桔子,,eHowNet-animate
桶柑,,eHowNet-animate
椪柑,,eHowNet-animate
橘,,eHowNet-animate
橘子,,eHowNet-animate
海梨,,eHowNet-animate
甜柑,,eHowNet-animate
蜜柑,,eHowNet-animate
陳皮,,eHowNet-animate
仙桃,,eHowNet-animate
蟠桃,,eHowNet-animate
瓜瓤,,eHowNet-animate
瓜肉,,eHowNet-animate
瓤,,eHowNet-animate
哈密瓜,,eHowNet-animate
哈蜜瓜,,eHowNet-animate
洋香瓜,,eHowNet-animate
甜瓜,,eHowNet-animate
香瓜,,eHowNet-animate
無籽西瓜,,eHowNet-animate
西瓜,,eHowNet-animate
西瓜皮,,eHowNet-animate
馬鈴瓜,,eHowNet-animate
情人果,,eHowNet-animate
芒果青,,eHowNet-animate
小紅莓,,eHowNet-animate
蔓越莓,,eHowNet-animate
草莓,,eHowNet-animate
乾菜,,eHowNet-animate
佛手瓜,,eHowNet-animate
山蔬,,eHowNet-animate
水芹,,eHowNet-animate
油菜,,eHowNet-animate
甜椒,,eHowNet-animate
荼,,eHowNet-animate
莧菜,,eHowNet-animate
醃菜,,eHowNet-animate
野菜,,eHowNet-animate
鹹菜,,eHowNet-animate
龍鬚菜,,eHowNet-animate
葉菜類,,eHowNet-animate
蔬,,eHowNet-animate
蔬菜,,eHowNet-animate
青菜,,eHowNet-animate
北瓜,,eHowNet-animate
南瓜,,eHowNet-animate
金瓜,,eHowNet-animate
山藥,,eHowNet-animate
山藥蛋,,eHowNet-animate
洋蔥,,eHowNet-animate
牛蒡,,eHowNet-animate
包心白菜,,eHowNet-animate
包心菜,,eHowNet-animate
大白菜,,eHowNet-animate
小白菜,,eHowNet-animate
捲心菜,,eHowNet-animate
椰菜,,eHowNet-animate
甘籃菜,,eHowNet-animate
甘藍,,eHowNet-animate
甘藍菜,,eHowNet-animate
白菜,,eHowNet-animate
菘,,eHowNet-animate
高麗菜,,eHowNet-animate
紅椒,,eHowNet-animate
青椒,,eHowNet-animate
甜菜,,eHowNet-animate
糖蘿蔔,,eHowNet-animate
空心菜,,eHowNet-animate
蕹菜,,eHowNet-animate
絲瓜,,eHowNet-animate
菜瓜,,eHowNet-animate
胡瓜,,eHowNet-animate
花瓜,,eHowNet-animate
黃瓜,,eHowNet-animate
榨菜,,eHowNet-animate
芥,,eHowNet-animate
芥菜,,eHowNet-animate
芥藍菜,,eHowNet-animate
長年菜,,eHowNet-animate
雪裡紅,,eHowNet-animate
花椰菜,,eHowNet-animate
菜花,,eHowNet-animate
毒芹,,eHowNet-animate
芹,,eHowNet-animate
芹菜,,eHowNet-animate
西芹,,eHowNet-animate
香芹,,eHowNet-animate
癩瓜,,eHowNet-animate
苦瓜,,eHowNet-animate
茄,,eHowNet-animate
茄子,,eHowNet-animate
菠菜,,eHowNet-animate
大陸妹,,eHowNet-animate
生菜,,eHowNet-animate
苣,,eHowNet-animate
萵苣,,eHowNet-animate
冬瓜,,eHowNet-animate
匏,,eHowNet-animate
扁蒲,,eHowNet-animate
瓞,,eHowNet-animate
瓠瓜,,eHowNet-animate
葫蘆,,eHowNet-animate
大蒜,,eHowNet-animate
蒜,,eHowNet-animate
蒜泥,,eHowNet-animate
蒜瓣,,eHowNet-animate
蒜苗,,eHowNet-animate
蒜茸,,eHowNet-animate
蒜頭,,eHowNet-animate
青蒜,,eHowNet-animate
蔥,,eHowNet-animate
蔥段,,eHowNet-animate
蔥白,,eHowNet-animate
蔥花,,eHowNet-animate
蔥蒜,,eHowNet-animate
蔥頭,,eHowNet-animate
番茄,,eHowNet-animate
蕃茄,,eHowNet-animate
蕃茄片,,eHowNet-animate
大頭菜,,eHowNet-animate
菜心,,eHowNet-animate
蕪菁,,eHowNet-animate
生薑,,eHowNet-animate
紫薑,,eHowNet-animate
薑,,eHowNet-animate
薑末,,eHowNet-animate
薑片,,eHowNet-animate
白蘆筍,,eHowNet-animate
籚筍,,eHowNet-animate
蘆筍,,eHowNet-animate
蘺,,eHowNet-animate
白蘿蔔,,eHowNet-animate
胡蘿蔔素,,eHowNet-animate
蘿蔔乾,,eHowNet-animate
菜頭,,eHowNet-animate
萊菔,,eHowNet-animate
蘿菠,,eHowNet-animate
蘿蔔,,eHowNet-animate
芽菜,,eHowNet-animate
豆芽,,eHowNet-animate
豆芽菜,,eHowNet-animate
椒,,eHowNet-animate
番椒,,eHowNet-animate
辣子,,eHowNet-animate
辣椒,,eHowNet-animate
薤,,eHowNet-animate
韭,,eHowNet-animate
韭菜,,eHowNet-animate
韭黃,,eHowNet-animate
九層塔,,eHowNet-animate
芫,,eHowNet-animate
芫荽,,eHowNet-animate
香菜,,eHowNet-animate
洋山芋,,eHowNet-animate
洋芋,,eHowNet-animate
洋芋片,,eHowNet-animate
薯,,eHowNet-animate
薯條,,eHowNet-animate
馬鈴薯,,eHowNet-animate
髮菜,,eHowNet-animate
紅蘿蔔,,eHowNet-animate
胡夢卜,,eHowNet-animate
胡蘿蔔,,eHowNet-animate
穗,,eHowNet-animate
綿織,,eHowNet-animate
五榖,,eHowNet-animate
五穀,,eHowNet-animate
作物,,eHowNet-animate
庄稼,,eHowNet-animate
禾,,eHowNet-animate
禾黍,,eHowNet-animate
穀物,,eHowNet-animate
穀草,,eHowNet-animate
糧作,,eHowNet-animate
莊稼,,eHowNet-animate
農作物,,eHowNet-animate
禾苗,,eHowNet-animate
秧,,eHowNet-animate
秧苗,,eHowNet-animate
穀苗,,eHowNet-animate
敗絮,,eHowNet-animate
棉球,,eHowNet-animate
棉,,eHowNet-animate
棉絮,,eHowNet-animate
棉花,,eHowNet-animate
草棉,,eHowNet-animate
包穀,,eHowNet-animate
棒子,,eHowNet-animate
玉米,,eHowNet-animate
玉茭,,eHowNet-animate
玉蜀黍,,eHowNet-animate
珍珠米,,eHowNet-animate
秫,,eHowNet-animate
甘蔗,,eHowNet-animate
蔗,,eHowNet-animate
蔗作,,eHowNet-animate
長年蔗,,eHowNet-animate
新米,,eHowNet-animate
早稻,,eHowNet-animate
晚稻,,eHowNet-animate
水稻,,eHowNet-animate
生飯,,eHowNet-animate
白米,,eHowNet-animate
禾菽,,eHowNet-animate
稻浪,,eHowNet-animate
穀皮,,eHowNet-animate
米粒,,eHowNet-animate
粗糠,,eHowNet-animate
粞,,eHowNet-animate
紅麴,,eHowNet-animate
老米,,eHowNet-animate
蓬萊米,,eHowNet-animate
鎘米,,eHowNet-animate
陸稻,,eHowNet-animate
雙作稻,,eHowNet-animate
餼,,eHowNet-animate
大米,,eHowNet-animate
禾稻,,eHowNet-animate
稻,,eHowNet-animate
稻作,,eHowNet-animate
稻子,,eHowNet-animate
稻株,,eHowNet-animate
稻榖,,eHowNet-animate
稻穀,,eHowNet-animate
稻米,,eHowNet-animate
米,,eHowNet-animate
米糧,,eHowNet-animate
茭米,,eHowNet-animate
菰米,,eHowNet-animate
食米,,eHowNet-animate
胡麻,,eHowNet-animate
芝麻,,eHowNet-animate
土豆,,eHowNet-animate
花生,,eHowNet-animate
花生仁,,eHowNet-animate
花生米,,eHowNet-animate
落花生,,eHowNet-animate
長生果,,eHowNet-animate
薏仁,,eHowNet-animate
咖啡豆,,eHowNet-animate
料豆,,eHowNet-animate
紅豆,,eHowNet-animate
綠豆,,eHowNet-animate
菽麥,,eHowNet-animate
鐵蠶豆,,eHowNet-animate
四季豆,,eHowNet-animate
敏豆,,eHowNet-animate
碗豆,,eHowNet-animate
筋豆,,eHowNet-animate
羅漢豆,,eHowNet-animate
胡豆,,eHowNet-animate
芽豆,,eHowNet-animate
荳,,eHowNet-animate
菜豆,,eHowNet-animate
菽,,eHowNet-animate
蓽,,eHowNet-animate
蜿豌豆,,eHowNet-animate
蠶豆,,eHowNet-animate
豆,,eHowNet-animate
豆子,,eHowNet-animate
豆豆,,eHowNet-animate
豆類,,eHowNet-animate
豌豆,,eHowNet-animate
高粱,,eHowNet-animate
野麥,,eHowNet-animate
麥浪,,eHowNet-animate
麥粉,,eHowNet-animate
麥芒,,eHowNet-animate
麥苗,,eHowNet-animate
麩,,eHowNet-animate
黑麥,,eHowNet-animate
大麥,,eHowNet-animate
小麥,,eHowNet-animate
燕麥,,eHowNet-animate
蕎麥,,eHowNet-animate
裸麥,,eHowNet-animate
青稞,,eHowNet-animate
麥,,eHowNet-animate
麥子,,eHowNet-animate
亞麻,,eHowNet-animate
瓊麻,,eHowNet-animate
痲類,,eHowNet-animate
白麻,,eHowNet-animate
苧,,eHowNet-animate
苧麻,,eHowNet-animate
菎麻,,eHowNet-animate
蕁麻,,eHowNet-animate
麻,,eHowNet-animate
麻類,,eHowNet-animate
黃麻,,eHowNet-animate
小米,,eHowNet-animate
稷,,eHowNet-animate
粟,,eHowNet-animate
粟米,,eHowNet-animate
粟類,,eHowNet-animate
芑,,eHowNet-animate
黃米,,eHowNet-animate
黃粱,,eHowNet-animate
黍,,eHowNet-animate
黍子,,eHowNet-animate
黍米,,eHowNet-animate
原棉,,eHowNet-animate
皮棉,,eHowNet-animate
棉製,,eHowNet-animate
棉質,,eHowNet-animate
純棉,,eHowNet-animate
純綿,,eHowNet-animate
脫脂棉,,eHowNet-animate
藥棉,,eHowNet-animate
在來米,,eHowNet-animate
年糕米,,eHowNet-animate
稻穗,,eHowNet-animate
稻胚,,eHowNet-animate
稻草,,eHowNet-animate
芻,,eHowNet-animate
稻秧,,eHowNet-animate
稻苗,,eHowNet-animate
穀,,eHowNet-animate
穀子,,eHowNet-animate
穀粒,,eHowNet-animate
穀類,,eHowNet-animate
粗米,,eHowNet-animate
糙米,,eHowNet-animate
糲,,eHowNet-animate
胚芽米,,eHowNet-animate
稃,,eHowNet-animate
米殼,,eHowNet-animate
米糠,,eHowNet-animate
糟糠,,eHowNet-animate
糠,,eHowNet-animate
糠秕,,eHowNet-animate
江米,,eHowNet-animate
糯,,eHowNet-animate
糯稻,,eHowNet-animate
糯米,,eHowNet-animate
豇,,eHowNet-animate
豇豆,,eHowNet-animate
烏豆,,eHowNet-animate
黑豆,,eHowNet-animate
大豆,,eHowNet-animate
毛豆,,eHowNet-animate
黃豆,,eHowNet-animate
燕麥片,,eHowNet-animate
麥片,,eHowNet-animate
麵粉,,eHowNet-animate
芋,,eHowNet-animate
芋泥,,eHowNet-animate
芋頭,,eHowNet-animate
野芋,,eHowNet-animate
根,,eHowNet-animate
根兒,,eHowNet-animate
根柢,,eHowNet-animate
根苗,,eHowNet-animate
主根,,eHowNet-animate
假根,,eHowNet-animate
塊根,,eHowNet-animate
山葵,,eHowNet-animate
根冠,,eHowNet-animate
氣根,,eHowNet-animate
球根,,eHowNet-animate
甘草,,eHowNet-animate
甘草粉,,eHowNet-animate
芥菜頭,,eHowNet-animate
草根,,eHowNet-animate
附子,,eHowNet-animate
地黃,,eHowNet-animate
蔘,,eHowNet-animate
柢,,eHowNet-animate
樹根,,eHowNet-animate
樹根頭,,eHowNet-animate
根芽,,eHowNet-animate
胚根,,eHowNet-animate
木薯,,eHowNet-animate
樹薯,,eHowNet-animate
菜根,,eHowNet-animate
地瓜,,eHowNet-animate
山竽,,eHowNet-animate
山芋,,eHowNet-animate
甘薯,,eHowNet-animate
甘藷,,eHowNet-animate
甜薯,,eHowNet-animate
番薯,,eHowNet-animate
白薯,,eHowNet-animate
紅薯,,eHowNet-animate
苕,,eHowNet-animate
蕃薯,,eHowNet-animate
蓮藕,,eHowNet-animate
藕,,eHowNet-animate
藕節,,eHowNet-animate
藕粉,,eHowNet-animate
藕絲,,eHowNet-animate
地瓜粉,,eHowNet-animate
蕃薯粉,,eHowNet-animate
中餐,,eHowNet-food
午時茶,,eHowNet-food
外賣,,eHowNet-food
套餐,,eHowNet-food
年貨,,eHowNet-food
廩膳,,eHowNet-food
殘席,,eHowNet-food
營養品,,eHowNet-food
牲品,,eHowNet-food
白食,,eHowNet-food
耶誕餐,,eHowNet-food
葡萄糖,,eHowNet-food
藥膳,,eHowNet-food
蜂皇漿,,eHowNet-food
蜂膠,,eHowNet-food
血糖,,eHowNet-food
補品,,eHowNet-food
西餐,,eHowNet-food
豬血,,eHowNet-food
醍醐,,eHowNet-food
食材,,eHowNet-food
伙食,,eHowNet-food
吃食,,eHowNet-food
客飯,,eHowNet-food
料理,,eHowNet-food
水米,,eHowNet-food
燕食,,eHowNet-food
盤中飧,,eHowNet-food
簞食壺漿,,eHowNet-food
糧食,,eHowNet-food
肴饌,,eHowNet-food
膳羞,,eHowNet-food
膳食,,eHowNet-food
茶食,,eHowNet-food
茶飯,,eHowNet-food
酒食,,eHowNet-food
酒飯,,eHowNet-food
食,,eHowNet-food
食物,,eHowNet-food
飯菜,,eHowNet-food
飲食,,eHowNet-food
餐食,,eHowNet-food
餐點,,eHowNet-food
饌,,eHowNet-food
冷飲,,eHowNet-food
氣泡水,,eHowNet-food
熱飲,,eHowNet-food
礦泉水,,eHowNet-food
米漿,,eHowNet-food
養樂多,,eHowNet-food
汁,,eHowNet-food
茶酒,,eHowNet-food
飲品,,eHowNet-food
飲料,,eHowNet-food
飲料水,,eHowNet-food
乳製品,,eHowNet-food
便當,,eHowNet-food
南北貨,,eHowNet-food
嗟來食,,eHowNet-food
囤糧,,eHowNet-food
炮食,,eHowNet-food
熟食,,eHowNet-food
熱食,,eHowNet-food
眷糧,,eHowNet-food
積糧,,eHowNet-food
納豆,,eHowNet-food
給糧,,eHowNet-food
罐頭,,eHowNet-food
罐頭食品,,eHowNet-food
脯醢,,eHowNet-food
蒸食,,eHowNet-food
蛋品,,eHowNet-food
賑糧,,eHowNet-food
鄉味,,eHowNet-food
釀造品,,eHowNet-food
野食,,eHowNet-food
雜糧,,eHowNet-food
食塊,,eHowNet-food
餘糧,,eHowNet-food
餱,,eHowNet-food
鮓,,eHowNet-food
鮮貨,,eHowNet-food
田糧,,eHowNet-food
糧,,eHowNet-food
膳,,eHowNet-food
食品,,eHowNet-food
食糧,,eHowNet-food
饔,,eHowNet-food
供品,,eHowNet-food
齋供,,eHowNet-food
宵夜,,eHowNet-food
消夜,,eHowNet-food
惡食,,eHowNet-food
淡飯,,eHowNet-food
粗糧,,eHowNet-food
粗茶淡飯,,eHowNet-food
草具,,eHowNet-food
薄具,,eHowNet-food
三餐,,eHowNet-food
正餐,,eHowNet-food
礦物質,,eHowNet-food
鐵質,,eHowNet-food
營養,,eHowNet-food
營養素,,eHowNet-food
養分,,eHowNet-food
養料,,eHowNet-food
便飯,,eHowNet-food
便餐,,eHowNet-food
家常便飯,,eHowNet-food
簡餐,,eHowNet-food
三鮮,,eHowNet-food
佳餚美酒,,eHowNet-food
八珍,,eHowNet-food
好料,,eHowNet-food
山珍,,eHowNet-food
山珍海味,,eHowNet-food
旨酒佳肴,,eHowNet-food
海味山珍,,eHowNet-food
炊金饌玉,,eHowNet-food
玉食,,eHowNet-food
珍味,,eHowNet-food
珍饈,,eHowNet-food
甘旨,,eHowNet-food
粱肉,,eHowNet-food
美味,,eHowNet-food
美食,,eHowNet-food
肥甘,,eHowNet-food
自助餐,,eHowNet-food
糧秣,,eHowNet-food
糧草,,eHowNet-food
糧餉,,eHowNet-food
軍糧,,eHowNet-food
快餐,,eHowNet-food
方便麵,,eHowNet-food
泡麵,,eHowNet-food
生力麵,,eHowNet-food
速食,,eHowNet-food
速食麵,,eHowNet-food
狗食,,eHowNet-food
白魚粉,,eHowNet-food
飼料,,eHowNet-food
煉乳,,eHowNet-food
酪漿,,eHowNet-food
乳品,,eHowNet-food
乳類,,eHowNet-food
奶品,,eHowNet-food
奶昔,,eHowNet-food
牛乳,,eHowNet-food
牛奶,,eHowNet-food
鮮乳,,eHowNet-food
鮮奶,,eHowNet-food
可可,,eHowNet-food
咖啡,,eHowNet-food
原汁,,eHowNet-food
橘子汁,,eHowNet-food
橙汁,,eHowNet-food
烏梅汁,,eHowNet-food
籚筍汁,,eHowNet-food
葡萄汁,,eHowNet-food
蔗漿,,eHowNet-food
蘆薈露,,eHowNet-food
蘋果汁,,eHowNet-food
果子露,,eHowNet-food
果汁,,eHowNet-food
水果汁,,eHowNet-food
可口可樂,,eHowNet-food
百事可樂,,eHowNet-food
可樂,,eHowNet-food
汽水,,eHowNet-food
沙士,,eHowNet-food
蘇打,,eHowNet-food
西打,,eHowNet-food
佳茗,,eHowNet-food
奶茶,,eHowNet-food
廣東茶,,eHowNet-food
拉茶,,eHowNet-food
春茶,,eHowNet-food
杏仁茶,,eHowNet-food
武夷茶,,eHowNet-food
泡沫紅茶,,eHowNet-food
涼茶,,eHowNet-food
滇茶,,eHowNet-food
濃茶,,eHowNet-food
玉露,,eHowNet-food
神麴茶,,eHowNet-food
紅茶,,eHowNet-food
藥茶,,eHowNet-food
青草茶,,eHowNet-food
香片,,eHowNet-food
凍頂烏龍茶,,eHowNet-food
包種茶,,eHowNet-food
普洱茶,,eHowNet-food
烏龍茶,,eHowNet-food
煎茶,,eHowNet-food
白茶,,eHowNet-food
花茶,,eHowNet-food
苦茶,,eHowNet-food
茗,,eHowNet-food
茗茶,,eHowNet-food
茶,,eHowNet-food
茶水,,eHowNet-food
茶湯,,eHowNet-food
鐵觀音,,eHowNet-food
香茶,,eHowNet-food
龍鬚茶,,eHowNet-food
豆乳,,eHowNet-food
豆奶,,eHowNet-food
豆漿,,eHowNet-food
乳酒,,eHowNet-food
交杯酒,,eHowNet-food
劣酒,,eHowNet-food
名酒,,eHowNet-food
悶酒,,eHowNet-food
料理酒,,eHowNet-food
果酒,,eHowNet-food
櫻桃酒,,eHowNet-food
洋酒,,eHowNet-food
淡酒,,eHowNet-food
濁酒,,eHowNet-food
私酒,,eHowNet-food
紅酒,,eHowNet-food
紅露酒,,eHowNet-food
紹興酒,,eHowNet-food
花酒,,eHowNet-food
蒸餾酒,,eHowNet-food
蘋果酒,,eHowNet-food
虎骨酒,,eHowNet-food
蛋酒,,eHowNet-food
酒類,,eHowNet-food
酤,,eHowNet-food
醅,,eHowNet-food
雄黃酒,,eHowNet-food
雞尾酒,,eHowNet-food
香酒,,eHowNet-food
鬯,,eHowNet-food
麥酒,,eHowNet-food
壺中物,,eHowNet-food
女兒紅,,eHowNet-food
搾渣,,eHowNet-food
杜康,,eHowNet-food
杜松子酒,,eHowNet-food
杯中物,,eHowNet-food
梨酒,,eHowNet-food
水酒,,eHowNet-food
琴酒,,eHowNet-food
白蘭地,,eHowNet-food
福壽酒,,eHowNet-food
竹葉青,,eHowNet-food
酒,,eHowNet-food
醇醨,,eHowNet-food
醞,,eHowNet-food
釀,,eHowNet-food
雪利酒,,eHowNet-food
黃湯,,eHowNet-food
黃酒,,eHowNet-food
副食,,eHowNet-food
副食品,,eHowNet-food
囚糧,,eHowNet-food
牢飯,,eHowNet-food
北貨,,eHowNet-food
山貨,,eHowNet-food
時羞,,eHowNet-food
時鮮,,eHowNet-food
鮮味,,eHowNet-food
鮮食,,eHowNet-food
主食,,eHowNet-food
孟婆湯,,eHowNet-food
杯湯,,eHowNet-food
汆湯,,eHowNet-food
清湯,,eHowNet-food
濃湯,,eHowNet-food
熱湯,,eHowNet-food
牛肉湯,,eHowNet-food
米湯,,eHowNet-food
羹,,eHowNet-food
薑湯,,eHowNet-food
酒湯,,eHowNet-food
酸辣湯,,eHowNet-food
雞湯,,eHowNet-food
湯,,eHowNet-food
湯水,,eHowNet-food
羅宋湯,,eHowNet-food
羹湯,,eHowNet-food
乾肉片,,eHowNet-food
涮羊肉,,eHowNet-food
熟肉,,eHowNet-food
燻肉,,eHowNet-food
生肉,,eHowNet-food
瘦肉,,eHowNet-food
白肉,,eHowNet-food
禽肉,,eHowNet-food
羊肉,,eHowNet-food
肉丁,,eHowNet-food
