"author","reviewBody","reviewRating","ratingMaxvalue","reviewTags","dateCreated","images","reviewUrl","reviewSource","orginalText","name","reviewCount","aggregateRating","address","place_id","input","businessUrl"
"Amy Huang","Some dishes are not very appetizing The clerk said it was authentic Italian taste Overall feel a bit overrated But you can still eat it and see that everyone's taste is different","4.0","5.0","","a week ago","","https://www.google.com/maps/contrib/114239150155491090459/reviews?hl=en-US&sa=X&ved=2ahUKEwiNkbvrp7v5AhW9D0QIHVSiCk8QvfQBegQIARBE","www.google.com","有的料理不是非常合胃口 店員說是道地義大利口味 整體覺得有點過譽 不過還是可以來吃看看 每個人口味不一樣","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"蔣強民","Delicious, more","5.0","5.0","","2 days ago","","https://www.google.com/maps/contrib/107186303216235868232/reviews?hl=en-US&sa=X&ved=2ahUKEwjrjsrpp7v5AhWaKkQIHTvpDhQQvfQBegUIARDZAQ","www.google.com","好吃，料多","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"復活戰甲","Not to brag, this is the best curry I've ever had. If only I could have discovered this earlier.","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/100585880565130736116/reviews?hl=en-US&sa=X&ved=2ahUKEwjQ3pLrp7v5AhX4BEQIHXI8BlAQvfQBegQIARBH","www.google.com","不吹噓 這咖哩是我吃過最有料的 如果能早一點發現這家就好了","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"かしわぎゆきりん","It's delicious, I'll go next time","5.0","5.0","","a month ago","","https://www.google.com/maps/contrib/110606821613839196718/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegQIARBG","www.google.com","好喝下次還去","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Wei-Tsen Lai","The overall evaluation is medium, and the service is very good. If you want to eat pasta in the East District, you will think of it, but you will not go there specially. After eating this time, I feel that the pasta is better than the appetizer. Appetizer: The octopus was roasted very softly, and the refried beans below had a good taste, and there was no memory in it. Tripe: The stew is soft and rotten, and the sauce is delicious, but unfortunately the bread can't hold back the sauce, as if eating two separate things. pasta Cuttlefish Noodles: The first bite is amazing, it has umami, but the more you eat it, the more greasy Duck Breast Noodles: Today is the best. The sauce is very flavorful with vinegar added. The duck meat is also very tender. Sprinkling with chili powder is great.","3.0","5.0","","2 days ago","https://lh5.googleusercontent.com/p/AF1QipNZYcpI5Cpp_4BC0FdyeXHYUHta8ii_iP1AQ3ff | https://lh5.googleusercontent.com/p/AF1QipMYWXskIDWo8Q8OwflGVlw7itBLgTr2kisHbQqp | https://lh5.googleusercontent.com/p/AF1QipNRPvzpfPsAp2osbTOmg_hqtNx09zrrKln2Zp53 | https://lh5.googleusercontent.com/p/AF1QipNuDcs2G69zreNBRXEocspcV6jag_dcbZamjBwG","https://www.google.com/maps/contrib/101382635393296432749/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtoLqp7v5AhVZDkQIHZccAwEQvfQBegUIARDAAQ","www.google.com","整體評價中等，服務很好，如果在東區想吃義大利麵的話會想到，但不會特地前往，這次吃下來感覺義大利麵優於前菜。 前菜： 章魚烤的很軟，下面的豆泥口感味道不錯，吃起來沒什麼記憶點。 牛肚：燉的軟爛，醬也好吃，可惜麵包巴不住醬像在吃兩個獨立的東西。 義大利麵 墨魚麵：第一口下去有驚艷，有鮮味不過越吃就有點膩口 鴨胸麵：今日最好吃，醬料有加醋非常提味，鴨肉也很嫩，灑上辣椒粉很棒","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Fred Yu (Feng)","","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/105974932956196429572/reviews?hl=en-US&sa=X&ved=2ahUKEwjrzuXqp7v5AhV_KEQIHVEWCJ0QvfQBegQIARBE","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Show Chen","The curry shop I happened to pass by, the owner is very polite and the dining experience is very good","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/101412629830526606056/reviews?hl=en-US&sa=X&ved=2ahUKEwjQ3pLrp7v5AhX4BEQIHXI8BlAQvfQBegQIARAw","www.google.com","碰巧路過的咖哩店，老闆很客氣，用餐體驗很好","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Joyce小妹の瘋狂世界","Eat something special, eat healthy, eat just right~ There is something special, the guests sitting at home ❤️","5.0","5.0","","3 months ago","https://lh5.googleusercontent.com/p/AF1QipNPrJ9YwTTS94uJo188ap0coBG0uJjS2MnxUGUP | https://lh5.googleusercontent.com/p/AF1QipPGbGuchlYeg24oFyVA15PbGoDcC9vJgFg_o2lD | https://lh5.googleusercontent.com/p/AF1QipOvmXnEKMlYE8ucAkL1TrZ_a8p-VckqqBf0E_3M | https://lh5.googleusercontent.com/p/AF1QipN_3Qxoazob7ztyaOMOYUrD943aovDvK21te3dj | https://lh5.googleusercontent.com/p/AF1QipMNzGL1xHBxz3SjAHQ-IcBp-5VGoI5Sp0xdgHM8 | https://lh5.googleusercontent.com/p/AF1QipMPUewbh4OUvUenzGyvjwY_keC2L_6f_UIeeHla | https://lh5.googleusercontent.com/p/AF1QipO4_pEfpSYd69CBCbUNZMhjw_XSWyaXfhMdNJxj | https://lh5.googleusercontent.com/p/AF1QipMJ9kFKJGNCgU69DqLocpnO44iRZa839E9r--aE","https://www.google.com/maps/contrib/109456142984193188473/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegQIARBH","www.google.com","吃點特別的，吃得健康，吃得剛剛好～ 有種特別，就坐在家裡面的客人❤️","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Che-Hung Lin (Johann)","","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/108982664642189637972/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegUIARDbAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"李承翰","","4.0","5.0","","a week ago","","https://www.google.com/maps/contrib/100602959657872364987/reviews?hl=en-US&sa=X&ved=2ahUKEwjrzuXqp7v5AhV_KEQIHVEWCJ0QvfQBegQIARAw","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"李李","","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/104430146394551979812/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegUIARCDAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Vincent Chang","good food and at this price quite cheap Services are also in place Although the water is added The quality of the tables and chairs is also relatively cheap But overall it's ok","5.0","5.0","","5 days ago","https://lh5.googleusercontent.com/p/AF1QipPEkuy3enj50njjeS_OWcX1R7DQHyiSDJ1B4Yup | https://lh5.googleusercontent.com/p/AF1QipPNoWfbxo9BxOQ4JRDmAqa_D67_D5vofUEEx1PH | https://lh5.googleusercontent.com/p/AF1QipNd9B8FwZuqGSFvJ2GWUBnEdfIJdfhgXRzOjU4c | https://lh5.googleusercontent.com/p/AF1QipPEPRMoQuKMCE1tqiqz9xf85PWJtj9fjCd42p7j | https://lh5.googleusercontent.com/p/AF1QipNZgvHbf6SAX55IIveIGxFw_YpB1Y3ScokGlbBc | https://lh5.googleusercontent.com/p/AF1QipMgHY8Mrg-QIiRAR5o5gBPMNziJS-kT4F0icNG4 | https://lh5.googleusercontent.com/p/AF1QipM1cvKnQpJqS3gBF8HUNEb-0FuQxOfXxhC_U5Yc | https://lh5.googleusercontent.com/p/AF1QipPr1EMnAu1wYjWP6AY9QLCqMZcnv5ixlAxkQ1N- | https://lh5.googleusercontent.com/p/AF1QipMasXmw5ceS6zdkYQwwmQQg4VdZHmsZ1Z_pi8Od | https://lh5.googleusercontent.com/p/AF1QipPHwKW8z331Vjr1JGLfywrBSYBSymQuvCC32478","https://www.google.com/maps/contrib/108805372772639146273/reviews?hl=en-US&sa=X&ved=2ahUKEwi8nODqp7v5AhV9KkQIHcMfAW8QvfQBegQIARB7","www.google.com","食材用料好 且以這地段的價格 算是相當便宜 服務也有到位 雖然水是自己加 桌椅的品質用的也是比較偏廉價感 不過整體來說還是可以的","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"賴君翰","","5.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/101275866212916915158/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegQIARBk","www.google.com","","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"兩大類","","3.0","5.0","","3 weeks ago","","https://www.google.com/maps/contrib/104814304908566534782/reviews?hl=en-US&sa=X&ved=2ahUKEwjSi-Tsp7v5AhX-LEQIHTaDBIoQvfQBegUIARDXAQ","www.google.com","","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"SHERRY CHEN","The meals are so delicious🤤🤤🤤","5.0","5.0","","14 hours ago","","https://www.google.com/maps/contrib/113194586546119100060/reviews?hl=en-US&sa=X&ved=2ahUKEwjWsKzqp7v5AhUoLkQIHdSqCgcQvfQBegQIARBX","www.google.com","餐點都好好吃🤤🤤🤤","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Cheyi Lin","","4.0","5.0","","5 days ago","","https://www.google.com/maps/contrib/116032838841884140766/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegQIARBV","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"黃家家","The seafood soup has unexpectedly many ingredients, and it is very sweet with fresh spices! The sweet and sour taste of the tomato with super soft and tender beef cheeks is amazing!","5.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipMZOXg8T9R2wiuoPr2fditBM9J8-fYyiqbPakO6 | https://lh5.googleusercontent.com/p/AF1QipOJ9WektNknOQKzn2TJPwdDoXlb-NOJRgU8QBhn","https://www.google.com/maps/contrib/117100089568987584618/reviews?hl=en-US&sa=X&ved=2ahUKEwj52ofsp7v5AhX-KkQIHVh3AcMQvfQBegQIARBp","www.google.com","海鮮湯意外的料超多，搭上新鮮香料很鮮甜！ 牛臉頰超軟嫩的番茄酸酸甜甜的滋味很令人驚艷！","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"妙音","The sicilian rolls are delicious, affordable and worth a visit. 220801","4.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipOz2tB-VNnc-WhPzucuYHkQaeYcvVBOBTXtK7YI | https://lh5.googleusercontent.com/p/AF1QipNK1imEgnnkZGmyoOuK0jORHLEeC_6RNrPeluZc | https://lh5.googleusercontent.com/p/AF1QipMbq1fZ404Sva7hx0UtCzYsJEBIlySJqzVg8N6H | https://lh5.googleusercontent.com/p/AF1QipMM5AcuKUVK76_yxsI7j7THSdQHNMib0p-BJCSn | https://lh5.googleusercontent.com/p/AF1QipPHqHm80jK8G-eVY8TPWxOvC62gSMBxF9KCIQh7 | https://lh5.googleusercontent.com/p/AF1QipMSBgYuJ76r5S1L93pOJYVAqHwhgAn2rRIfWcGE | https://lh5.googleusercontent.com/p/AF1QipPbPTVJWb6-G0q4nRkJJuJ5gf4H2EleYOtFODkA | https://lh5.googleusercontent.com/p/AF1QipMXDPjD6iuyw_mg70rPoct1UwvQgNa9NEsv-Rhc | https://lh5.googleusercontent.com/p/AF1QipPR-Y_nXZC428w7yHbU4Aj663yBipL4xxCuEV7t | https://lh5.googleusercontent.com/p/AF1QipOu3M8LG9ltSzZHQYsJ5amV5YuqeVJlG0uZ9QUn | https://lh5.googleusercontent.com/p/AF1QipNg4BNDGKrmBpKPJSFeEDahqst8wSKea6fKFD4u | https://lh5.googleusercontent.com/p/AF1QipPQLKwUZOvyIwwjrZuLo_KjBIF7Rv1NC05EBI9W | https://lh5.googleusercontent.com/p/AF1QipOt3UsmS94yyFStR_CJ7Um2PGWgcRX9o8LRcigU | https://lh5.googleusercontent.com/p/AF1QipNfEbgjbteRuepeIyDixpwX_yO7VEsNLNypquZt","https://www.google.com/maps/contrib/113583490765360161744/reviews?hl=en-US&sa=X&ved=2ahUKEwiNkbvrp7v5AhW9D0QIHVSiCk8QvfQBegQIARAe","www.google.com","西西里卷好吃，價格實惠，值得一訪。220801","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Kurt LIN","One of my favorite stores, I don't really want to comment, I'm afraid I won't be able to drink it in the future! !","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/107742641381403093865/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegUIARDEAQ","www.google.com","愛店之一，其實不是很想評論，怕以後都喝不到！！","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Seiji lin","If you don't pick up customers at 20:30, the business hours will be written as 20:30 instead of 21:00🤨🧢","4.0","5.0","","14 hours ago","","https://www.google.com/maps/contrib/111325699902830438977/reviews?hl=en-US&sa=X&ved=2ahUKEwjWsKzqp7v5AhUoLkQIHdSqCgcQvfQBegQIARBA","www.google.com","20:30就不接客的話，營業時間就寫20:30不是21:00🤨🧢","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Kama H.","The dumplings are real, bigger than usual Luwei is acceptable Good business, can visit again","4.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipPEWhra-OsfwlFr9caza-T17HKhfoqF1OOSR6BT | https://lh5.googleusercontent.com/p/AF1QipN6KIbLhYxkp4_IzCG9G9jMALaWn3deBLnr1hoq | https://lh5.googleusercontent.com/p/AF1QipPREdjCLvEbF3jDPoPHLutyOuSH3SqzZbsKjmba","https://www.google.com/maps/contrib/103886849761935407362/reviews?hl=en-US&sa=X&ved=2ahUKEwjrzuXqp7v5AhV_KEQIHVEWCJ0QvfQBegQIARBx","www.google.com","水餃真材實料，比一般都大 滷味尚可 生意很好，可再訪","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"文思想","Black Truffle Potato Cheese Pancake is really a must order 🤩 In addition to being crunchy, it also retains a moist feel inside! ! The Venetian Cuttlefish Fettuccine was a bit more Taiwanese and we were a little disappointed. Creamy pasta with smoked duck breast in Barcelona vinegar, the duck breast is very tender and well seasoned!","4.0","5.0","","3 days ago","","https://www.google.com/maps/contrib/108156098370812356828/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtoLqp7v5AhVZDkQIHZccAwEQvfQBegUIARD4AQ","www.google.com","黑松露馬鈴薯起司煎餅真的必點🤩 香酥脆之外，裡面還保有濕潤感！！ 威尼斯墨魚細麵偏台式，我們稍微有點失望。 巴薩醋燻鴨胸奶油義大利麵，鴨胸很嫩，調味不錯！","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"哭哭貓鮑老大","Great sandwiches and cheap","5.0","5.0","","6 days ago","","https://www.google.com/maps/contrib/106077057309252509449/reviews?hl=en-US&sa=X&ved=2ahUKEwjQ3pLrp7v5AhX4BEQIHXI8BlAQvfQBegQIARAC","www.google.com","三明治超讚 還很便宜","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Sherry Chou","Once in Hualien, it was super delicious! I am very happy that I can also eat it in Taipei. I accidentally used a lot of local ingredients to make a lot of different kinds of curry, not the usual Japanese style, but a bit of a Nanyang style. The portion is quite enough, and the label is spicy, it is really spicy, I am very happy to eat spicy food 👌 If you are too lazy to go out on the Internet, you can buy their cooking bag and cook some rice by yourself, it is super convenient!","5.0","5.0","","4 months ago","","https://www.google.com/maps/contrib/112377718813009551028/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegUIARDpAQ","www.google.com","曾經在花蓮吃過超級好吃！很開心在台北也吃得到，意外的用很多在地食材做出很多不同種咖哩，不是一般日式那種，使有點南洋風的。份量很夠，而且標示會辣是真的會辣喔 讓愛吃辣的我很開心👌 網路上懶得出門的話可以購買他家的料理包 自己煮些白飯就好，超級方便的！","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"CHING-KAI LIN","水準以上","5.0","5.0","","4 days ago","","https://www.google.com/maps/contrib/105948720348970378815/reviews?hl=en-US&sa=X&ved=2ahUKEwi8nODqp7v5AhV9KkQIHcMfAW8QvfQBegQIARBN","www.google.com","","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"hang","","4.0","5.0","","a month ago","","https://www.google.com/maps/contrib/102458660973953917504/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegQIARBv","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Ching H.","The dumplings are a little bigger and have a strong pork flavor. Sour sauce noodles are nothing special, and the sauce is oily and salty; the lo mei is also boring. The price is not cheap. Table 4 on the 1st floor will be dripped with air-conditioning water. Personally, I think it is only suitable for eating once.","2.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipMnS9wZn45rthBFz5KYElswk5_D1TXgF03qqKv0 | https://lh5.googleusercontent.com/p/AF1QipNIIHbe0fpXm4OlxNulmU3V91v3tF5eiKu-aw3D","https://www.google.com/maps/contrib/104299962951289428477/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegUIARDVAQ","www.google.com","水餃稍大顆，豬肉味重。酢醬麵沒什麼特色，而且醬偏油跟鹹；滷味也是無聊。價錢不便宜，1 樓 4 號桌還會被冷氣水滴到，個人認為只適合來吃一次。","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Tom Lai","","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/102275594909886338588/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegUIARCfAQ","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"林先生","Living in Tokyo for five years, the overall score is two points.","2.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/115275719099726930668/reviews?hl=en-US&sa=X&ved=2ahUKEwjSi-Tsp7v5AhX-LEQIHTaDBIoQvfQBegQIARAw","www.google.com","住東京五年，這家整體兩分。","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Yin-Ling Huang","Very good☺️ The soup is as good as the bread is delicious Clear soup and thick soup are great","5.0","5.0","","3 weeks ago","","https://www.google.com/maps/contrib/104018388879660546118/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegUIARCpAQ","www.google.com","很讚☺️ 湯一樣好喝麵包好吃 清湯濃湯都很讚","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
